graph_id,selected_ordering,selected_num_colors,node_id,order_position,target_score,source_file
ash85,SMALLEST_LAST,4,13,0,1.0,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,14,1,0.9880952380952381,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,46,2,0.9761904761904762,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,45,3,0.9642857142857143,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,57,4,0.9523809523809523,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,47,5,0.9404761904761905,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,30,6,0.9285714285714286,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,48,7,0.9166666666666666,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,58,8,0.9047619047619048,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,59,9,0.8928571428571429,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,50,10,0.8809523809523809,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,60,11,0.8690476190476191,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,72,12,0.8571428571428571,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,61,13,0.8452380952380952,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,73,14,0.8333333333333334,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,75,15,0.8214285714285714,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,77,16,0.8095238095238095,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,78,17,0.7976190476190477,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,79,18,0.7857142857142857,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,56,19,0.7738095238095238,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,44,20,0.7619047619047619,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,80,21,0.75,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,51,22,0.7380952380952381,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,43,23,0.7261904761904762,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,53,24,0.7142857142857143,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,55,25,0.7023809523809523,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,81,26,0.6904761904761905,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,82,27,0.6785714285714286,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,54,28,0.6666666666666666,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,52,29,0.6547619047619048,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,84,30,0.6428571428571429,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,83,31,0.6309523809523809,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,12,32,0.6190476190476191,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,5,33,0.6071428571428571,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,6,34,0.5952380952380952,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,15,35,0.5833333333333334,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,16,36,0.5714285714285714,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,42,37,0.5595238095238095,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,29,38,0.5476190476190477,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,28,39,0.5357142857142857,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,17,40,0.5238095238095238,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,7,41,0.5119047619047619,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,0,42,0.5,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,1,43,0.4880952380952381,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,8,44,0.47619047619047616,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,18,45,0.4642857142857143,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,27,46,0.4523809523809524,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,49,47,0.44047619047619047,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,41,48,0.42857142857142855,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,SMALLEST_LAST,4,39,49,0.4166666666666667,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
