graph_id,node_id,order_position,target_score,ordering_name,output_file
ash85,13,0,1.0,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,14,1,0.9880952380952381,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,46,2,0.9761904761904762,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,45,3,0.9642857142857143,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,57,4,0.9523809523809523,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,47,5,0.9404761904761905,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,30,6,0.9285714285714286,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,48,7,0.9166666666666666,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,58,8,0.9047619047619048,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,59,9,0.8928571428571429,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,50,10,0.8809523809523809,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,60,11,0.8690476190476191,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,72,12,0.8571428571428571,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,61,13,0.8452380952380952,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,73,14,0.8333333333333334,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,75,15,0.8214285714285714,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,77,16,0.8095238095238095,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,78,17,0.7976190476190477,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,79,18,0.7857142857142857,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,56,19,0.7738095238095238,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,44,20,0.7619047619047619,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,80,21,0.75,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,51,22,0.7380952380952381,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,43,23,0.7261904761904762,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
ash85,53,24,0.7142857142857143,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs\ash85_smallest_last.txt
