graph_id,node_id,order_position,target_score,ordering_name,output_file
ash85,13,0,1.0,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,14,1,0.9880952380952381,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,46,2,0.9761904761904762,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,45,3,0.9642857142857143,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,57,4,0.9523809523809523,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,47,5,0.9404761904761905,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,30,6,0.9285714285714286,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,48,7,0.9166666666666666,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,58,8,0.9047619047619048,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,59,9,0.8928571428571429,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,50,10,0.8809523809523809,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,60,11,0.8690476190476191,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,72,12,0.8571428571428571,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,61,13,0.8452380952380952,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,73,14,0.8333333333333334,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,75,15,0.8214285714285714,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,77,16,0.8095238095238095,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,78,17,0.7976190476190477,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,79,18,0.7857142857142857,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,56,19,0.7738095238095238,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,44,20,0.7619047619047619,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,80,21,0.75,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,51,22,0.7380952380952381,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,43,23,0.7261904761904762,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,53,24,0.7142857142857143,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,55,25,0.7023809523809523,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,81,26,0.6904761904761905,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,82,27,0.6785714285714286,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,54,28,0.6666666666666666,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,52,29,0.6547619047619048,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,84,30,0.6428571428571429,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,83,31,0.6309523809523809,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,12,32,0.6190476190476191,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,5,33,0.6071428571428571,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,6,34,0.5952380952380952,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,15,35,0.5833333333333334,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,16,36,0.5714285714285714,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,42,37,0.5595238095238095,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,29,38,0.5476190476190477,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,28,39,0.5357142857142857,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,17,40,0.5238095238095238,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,7,41,0.5119047619047619,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,0,42,0.5,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,1,43,0.4880952380952381,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,8,44,0.47619047619047616,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,18,45,0.4642857142857143,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,27,46,0.4523809523809524,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,49,47,0.44047619047619047,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,41,48,0.42857142857142855,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,39,49,0.4166666666666667,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,38,50,0.40476190476190477,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,26,51,0.39285714285714285,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,19,52,0.38095238095238093,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,10,53,0.36904761904761907,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,9,54,0.35714285714285715,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,2,55,0.34523809523809523,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,3,56,0.3333333333333333,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,20,57,0.32142857142857145,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,21,58,0.30952380952380953,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,11,59,0.2976190476190476,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,4,60,0.2857142857142857,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
ash85,22,61,0.27380952380952384,SMALLEST_LAST,data\processed\initial_graph_coloring_dataset\colpack_outputs_week13_expanded\ash85_smallest_last.txt
