graph_id,node_id,order_position,target_score,selected_ordering,selected_num_colors,known_chromatic_number,split,graph_family
week17_gap_cycle_square_c20,0,0,1.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,3,1,0.9473684210526316,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,6,2,0.8947368421052632,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,9,3,0.8421052631578947,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,12,4,0.7894736842105263,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,15,5,0.736842105263158,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,1,6,0.6842105263157895,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,4,7,0.631578947368421,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,7,8,0.5789473684210527,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,10,9,0.5263157894736843,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,13,10,0.4736842105263158,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,17,11,0.42105263157894735,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,2,12,0.368421052631579,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,5,13,0.3157894736842105,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
week17_gap_cycle_square_c20,8,14,0.26315789473684215,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,heuristic_gap_controlled
