graph_id,node_id,order_position,target_score,selected_ordering,selected_num_colors,known_chromatic_number,split,graph_family
week17_gap_cycle_square_c44,0,0,1.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,3,1,0.9767441860465116,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,6,2,0.9534883720930233,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,9,3,0.9302325581395349,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,12,4,0.9069767441860466,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,15,5,0.8837209302325582,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,18,6,0.8604651162790697,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,21,7,0.8372093023255813,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,24,8,0.813953488372093,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,27,9,0.7906976744186046,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,30,10,0.7674418604651163,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,33,11,0.7441860465116279,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,36,12,0.7209302325581395,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,39,13,0.6976744186046512,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,1,14,0.6744186046511628,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,4,15,0.6511627906976745,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
week17_gap_cycle_square_c44,7,16,0.627906976744186,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,extra_test,heuristic_gap_controlled_extra_test
