graph_id,target_strategy,ordering_name,node_id,order_position,target_score
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,55,0,1.0
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,56,1,0.9990783410138249
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,57,2,0.9981566820276497
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,60,3,0.9972350230414746
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,61,4,0.9963133640552996
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,62,5,0.9953917050691244
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,65,6,0.9944700460829493
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,66,7,0.9935483870967742
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,67,8,0.992626728110599
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,70,9,0.9917050691244239
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,72,10,0.9907834101382489
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,85,11,0.9898617511520738
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,86,12,0.9889400921658986
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,87,13,0.9880184331797235
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,90,14,0.9870967741935484
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,91,15,0.9861751152073732
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,92,16,0.9852534562211982
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,95,17,0.9843317972350231
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,96,18,0.9834101382488479
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,97,19,0.9824884792626728
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,100,20,0.9815668202764977
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,101,21,0.9806451612903225
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,102,22,0.9797235023041475
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,115,23,0.9788018433179724
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,116,24,0.9778801843317972
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,117,25,0.9769585253456221
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,120,26,0.976036866359447
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,121,27,0.9751152073732718
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,122,28,0.9741935483870968
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,125,29,0.9732718894009217
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,126,30,0.9723502304147466
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,127,31,0.9714285714285714
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,130,32,0.9705069124423963
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,131,33,0.9695852534562212
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,132,34,0.9686635944700461
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,145,35,0.967741935483871
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,146,36,0.9668202764976959
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,147,37,0.9658986175115207
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,150,38,0.9649769585253456
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,151,39,0.9640552995391705
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,152,40,0.9631336405529954
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,155,41,0.9622119815668203
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,156,42,0.9612903225806452
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,157,43,0.96036866359447
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,160,44,0.9594470046082949
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,161,45,0.9585253456221198
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,162,46,0.9576036866359448
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,175,47,0.9566820276497696
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,176,48,0.9557603686635945
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,177,49,0.9548387096774194
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,180,50,0.9539170506912442
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,181,51,0.9529953917050691
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,182,52,0.9520737327188941
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,185,53,0.9511520737327189
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,186,54,0.9502304147465438
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,187,55,0.9493087557603687
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,190,56,0.9483870967741935
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,191,57,0.9474654377880184
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,192,58,0.9465437788018434
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,205,59,0.9456221198156682
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,206,60,0.9447004608294931
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,207,61,0.943778801843318
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,210,62,0.9428571428571428
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,211,63,0.9419354838709677
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,212,64,0.9410138248847926
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,215,65,0.9400921658986175
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,216,66,0.9391705069124424
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,217,67,0.9382488479262673
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,220,68,0.9373271889400921
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,221,69,0.936405529953917
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,222,70,0.9354838709677419
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,235,71,0.9345622119815669
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,236,72,0.9336405529953917
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,237,73,0.9327188940092166
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,240,74,0.9317972350230415
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,241,75,0.9308755760368663
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,242,76,0.9299539170506912
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,245,77,0.9290322580645162
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,246,78,0.928110599078341
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,247,79,0.9271889400921659
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,250,80,0.9262672811059908
bcsstk10,BEST_AVAILABLE_OF_5_LARGER_GRAPHS,LARGEST_FIRST,251,81,0.9253456221198156
